Metadata;Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa);Sync Count;Time;Button Status;Flags;Optional Data;Sample Count;Raw Temperature;Raw Acceleration X;Raw Acceleration Y;Raw Acceleration Z;Raw Gyroscope X;Raw Gyroscope Y;Raw Gyroscope Z;Raw Magnetometer X;Raw Magnetometer Y;Raw Magnetometer Z;Magnetometer Bridge Current;Raw Pressure ;Acceleration X (m/s^2);Acceleration Y (m/s^2);Acceleration Z (m/s^2);Angular Velocity X (rad/s);Angular Velocity Y (rad/s);Angular Velocity Z (rad/s);Magnetic Field X (uT);Magnetic Field Y (uT);Magnetic Field Z (uT);Orientation Quaternion Scalar;Orientation Quaternion X;Orientation Quaternion Y;Orientation Quaternion Z;Temperature (deg C) Z;Pressure (Pa)
;4222556179160;1649436007484375;0;37983;1;2059;1553.000000;35280;34176;31871;32847;32720;34415;29620;33439;32005;0;0;5.937032;3.349239;-1.683744;-0.324634;-0.209431;2.732984;-49.869571;12.340154;-13.360662;0.577928;-0.238390;-0.726097;-0.286273;30.014327;0.000000;4222556179160;1649436007484375;0;46175;1;2059;1579.000000;36496;31520;31391;29247;34272;33215;28235;34421;31624;0;0;8.849028;-3.024369;-2.540269;0.830535;-0.317343;0.617509;-74.149726;9.024600;-23.555070;-0.443320;0.556963;0.517744;0.474554;30.396243;0.000000;4222556179160;1649436007484375;0;37975;1;2059;1657.000000;34304;45776;34015;33023;33072;32735;32710;29698;28566;0;0;0.983407;9.691556;1.170118;0.298026;0.180923;0.041177;-8.257851;-38.660441;-57.310028;-0.747431;-0.620648;0.184680;0.148446;25.945758;0.000000;4222556179160;1649436007484375;0;1119;1;2059;1657.000000;36880;33776;32111;32095;32592;35055;29790;33864;34408;0;0;9.341034;2.505934;-1.674400;-0.894689;-0.760151;3.641615;-52.387752;2.054910;15.518922;0.080603;0.670338;-0.315863;0.666619;30.050352;0.000000;4222556179160;1649436007484375;0;29783;1;2059;1669.000000;35712;35536;35887;32527;33296;36047;31651;28198;34225;0;0;2.289463;2.060435;2.479354;1.004519;-0.145837;5.247338;-13.916290;-56.453411;9.704177;0.578234;0.691698;-0.132812;0.411776;29.663699;0.000000;4222556179160;1649436007484375;0;33887;1;2059;1612.000000;31920;27424;32831;29039;32576;36863;28865;34852;33237;0;0;-1.901235;-11.959971;1.132533;-2.854503;0.596821;6.670259;-59.343590;7.565484;-2.382743;0.138363;0.429150;-0.372956;0.810919;25.849430;0.000000
;4222556179180;1649436007492187;0;58463;1;2060;1555.000000;35424;33680;31583;32975;32768;34399;29668;33535;32005;0;0;6.284987;2.229686;-2.340165;-0.123952;-0.135833;2.701187;-49.947090;13.274675;-13.182566;0.580459;-0.246523;-0.723600;-0.280529;30.444126;0.000000;4222556179180;1649436007492187;0;17503;1;2060;1578.000000;36800;32352;31759;29295;34224;33215;28267;34437;31640;0;0;9.513428;-1.149910;-1.714449;0.904713;-0.394003;0.620021;-74.118200;9.470525;-22.938048;-0.445679;0.557343;0.519022;0.470484;30.191289;0.000000;4222556179180;1649436007492187;0;9303;1;2060;1656.000000;34624;47216;33759;32911;32960;32895;32742;29714;28582;0;0;1.207055;10.762067;0.976710;0.117409;0.005176;0.294789;-8.628494;-38.468499;-57.393287;-0.747366;-0.620470;0.185898;0.147997;25.737135;0.000000;4222556179180;1649436007492187;0;17503;1;2060;1659.000000;36304;33552;32463;32271;32576;35023;29838;33976;34424;0;0;8.056481;2.033053;-0.881496;-0.613102;-0.785848;3.593525;-52.617694;3.474188;14.886622;0.071621;0.667664;-0.327059;0.664927;30.453172;0.000000;4222556179180;1649436007492187;0;54359;1;2060;1670.000000;35936;36720;34767;32559;33264;36303;31459;28310;34273;0;0;2.441833;2.945525;1.640886;1.053351;-0.194118;5.648410;-14.887292;-56.538093;10.166136;0.565704;0.691605;-0.147014;0.424321;29.861523;0.000000;4222556179180;1649436007492187;0;37983;1;2060;1610.000000;32896;27200;32495;29167;32640;36863;28897;35156;33333;0;0;0.287245;-12.501253;0.378452;-2.649054;0.703992;6.672972;-60.026725;10.095579;-2.260466;0.122465;0.415618;-0.391951;0.811566;25.453195;0.000000
;4222556179200;1649436007500000;0;54367;1;2061;1554.000000;35520;32992;31231;33103;32768;34383;29684;33533;32011;0;0;6.528004;0.680035;-3.138935;0.084070;-0.133996;2.672963;-50.041593;14.185301;-13.092283;0.583101;-0.254075;-0.721275;-0.274231;30.229226;0.000000;4222556179200;1649436007500000;0;54367;1;2061;1579.000000;37024;33216;31727;29215;34256;33231;28284;34407;31649;0;0;9.996675;0.802896;-1.787875;0.781033;-0.342951;0.641938;-74.047742;10.040070;-22.569701;-0.447904;0.557878;0.519924;0.466726;30.396243;0.000000;4222556179200;1649436007500000;0;33879;1;2061;1658.000000;34960;46576;34143;32671;32896;32943;32742;29742;28589;0;0;1.468869;10.281949;1.267600;-0.268000;-0.102459;0.366558;-8.755847;-38.373686;-57.397002;-0.748195;-0.619051;0.187380;0.147879;26.154381;0.000000;4222556179200;1649436007500000;0;25695;1;2061;1657.000000;35808;33408;32831;32479;32576;34991;29853;33998;34430;0;0;6.945690;1.725652;-0.052788;-0.284258;-0.780942;3.552562;-52.720196;4.759186;14.753140;0.061885;0.664974;-0.337229;0.663518;30.050352;0.000000;4222556179200;1649436007500000;0;37975;1;2061;1670.000000;36512;38512;33599;32527;33200;36511;31465;28340;34276;0;0;2.851736;4.280477;0.766597;1.002536;-0.291897;5.976120;-16.065739;-56.087296;10.895049;0.552403;0.690996;-0.162326;0.437064;29.861523;0.000000;4222556179200;1649436007500000;0;5215;1;2061;1611.000000;32896;27632;32687;29087;32816;36991;28930;35149;33326;0;0;0.272345;-11.525886;0.808562;-2.779228;0.995017;6.873797;-60.512165;12.509029;-1.773344;0.106485;0.400449;-0.411223;0.811910;25.651313;0.000000
;4222556179220;1649436007507812;0;13407;1;2062;1554.000000;35696;32320;30991;33167;32688;34383;29669;33621;32018;0;0;6.953248;-0.836444;-3.684459;0.187064;-0.262140;2.673110;-49.997710;15.107357;-12.946071;0.585420;-0.261502;-0.719273;-0.267484;30.229226;0.000000;4222556179220;1649436007507812;0;13407;1;2062;1578.000000;37168;33872;31743;29055;34288;33231;28230;34608;31616;0;0;10.302581;2.283910;-1.752949;0.533790;-0.287515;0.638341;-73.945338;10.578914;-22.287269;-0.449689;0.558727;0.520277;0.463589;30.191289;0.000000;4222556179220;1649436007507812;0;29783;1;2062;1657.000000;34816;44480;35023;32591;32848;32847;32782;29596;28521;0;0;1.385025;8.717891;1.932463;-0.396998;-0.174572;0.213446;-9.081711;-38.414437;-57.280234;-0.749192;-0.617322;0.188627;0.148476;25.945758;0.000000;4222556179220;1649436007507812;0;17503;1;2062;1658.000000;35440;33296;33039;32703;32560;34911;29849;34118;34427;0;0;6.123765;1.491938;0.415770;0.072493;-0.804188;3.430926;-53.212944;6.177112;14.652693;0.051501;0.662451;-0.346104;0.662358;30.251762;0.000000;4222556179220;1649436007507812;0;1111;1;2062;1671.000000;37280;40608;32623;32495;33168;36703;31286;28421;34307;0;0;3.403195;5.841677;0.036727;0.951585;-0.341144;6.276784;-17.242048;-55.606800;11.465634;0.538365;0.689754;-0.178548;0.450026;30.059347;0.000000;4222556179220;1649436007507812;0;42079;1;2062;1610.000000;32032;27968;32383;28863;33056;36959;28898;35577;33494;0;0;-1.673387;-10.734765;0.127434;-3.137161;1.381408;6.816064;-61.190130;15.248185;-1.507080;0.091774;0.383647;-0.431021;0.811550;25.453195;0.000000
;4222556179240;1649436007515625;0;46175;1;2063;1553.000000;36080;31840;31007;33151;32544;34367;29650;33746;32026;0;0;7.843814;-1.928882;-3.647959;0.163742;-0.491515;2.652608;-49.987001;15.973723;-13.001967;0.586986;-0.269133;-0.717713;-0.260583;30.014327;0.000000;4222556179240;1649436007515625;0;37983;1;2063;1579.000000;37152;34032;31743;28895;34336;33247;28177;34441;31615;0;0;10.261446;2.648733;-1.753077;0.286320;-0.209937;0.657911;-74.000545;11.167722;-22.004135;-0.451122;0.559905;0.519997;0.461084;30.396243;0.000000;4222556179240;1649436007515625;0;13399;1;2063;1656.000000;34704;44944;35471;32735;32816;32767;32758;29572;28501;0;0;1.295186;9.064712;2.270688;-0.166788;-0.221652;0.087939;-9.318013;-38.301448;-57.131881;-0.749523;-0.616328;0.189842;0.149383;25.737135;0.000000;4222556179240;1649436007515625;0;5215;1;2063;1658.000000;35184;33200;33087;32879;32576;34783;29928;34233;34448;0;0;5.552213;1.287716;0.524234;0.352075;-0.775315;3.232940;-53.137138;7.696322;14.662937;0.040936;0.660050;-0.353674;0.661493;30.251762;0.000000;4222556179240;1649436007515625;0;50263;1;2063;1670.000000;38144;42112;31615;32383;33136;36863;30809;28600;34340;0;0;4.034329;6.955987;-0.717643;0.774398;-0.385257;6.531095;-18.884216;-55.123541;11.877238;0.523976;0.687588;-0.195746;0.462985;29.861523;0.000000;4222556179240;1649436007515625;0;1119;1;2063;1610.000000;32160;27312;32239;28623;33248;36639;29004;35903;33630;0;0;-1.362613;-12.220912;-0.194576;-3.515670;1.675662;6.290898;-61.740126;17.833262;-1.253041;0.079710;0.366328;-0.450755;0.810105;25.453195;0.000000
;4222556179260;1649436007523437;0;58463;1;2064;1553.000000;36448;31600;31183;33055;32496;34303;29638;33832;32043;0;0;8.689916;-2.481493;-3.248978;0.008677;-0.569391;2.555236;-49.931784;17.106032;-12.742194;0.588007;-0.276898;-0.716199;-0.254231;30.014327;0.000000;4222556179260;1649436007523437;0;42079;1;2064;1578.000000;37072;33696;31695;28687;34352;33279;28174;34523;31593;0;0;10.089432;1.888169;-1.860452;-0.034941;-0.179463;0.703643;-73.925549;11.511975;-21.669682;-0.451992;0.561681;0.518980;0.459213;30.191289;0.000000;4222556179260;1649436007523437;0;21591;1;2064;1657.000000;36128;47664;34223;32879;32864;32863;32744;29482;28530;0;0;2.335937;11.080030;1.328992;0.064779;-0.148945;0.242015;-9.138889;-38.198064;-57.276261;-0.749438;-0.615938;0.191350;0.149492;25.945758;0.000000;4222556179260;1649436007523437;0;9311;1;2064;1658.000000;34976;33248;33007;33023;32592;34639;29918;34388;34451;0;0;5.083657;1.401618;0.344529;0.580671;-0.746478;3.008267;-52.918772;9.248022;14.781887;0.030306;0.657858;-0.359921;0.660879;30.251762;0.000000;4222556179260;1649436007523437;0;21591;1;2064;1670.000000;39440;42848;31359;32191;33104;37023;30555;28646;34363;0;0;5.003130;7.490211;-0.907713;0.472030;-0.431254;6.784098;-20.822959;-54.677869;12.536992;0.509543;0.684212;-0.214132;0.475781;29.861523;0.000000;4222556179260;1649436007523437;0;25695;1;2064;1610.000000;33872;26112;31919;28623;33248;36447;28960;36197;33641;0;0;2.510773;-14.993898;-0.911496;-3.512186;1.666828;5.979708;-62.037415;20.895036;-0.708530;0.068543;0.349291;-0.469672;0.807902;25.453195;0.000000
;4222556179280;1649436007531250;0;17503;1;2065;1554.000000;36432;31680;31295;32959;32544;34239;29661;33873;32055;0;0;8.651250;-2.301268;-2.995533;-0.148931;-0.495074;2.454734;-50.049699;18.248776;-12.542901;0.588908;-0.284643;-0.714395;-0.248607;30.229226;0.000000;4222556179280;1649436007531250;0;50271;1;2065;1578.000000;37104;33408;31679;28511;34368;33327;28185;34454;31640;0;0;10.172214;1.234127;-1.896208;-0.306640;-0.150862;0.774574;-73.720121;11.774362;-21.571843;-0.452448;0.564026;0.517264;0.457825;30.191289;0.000000;4222556179280;1649436007531250;0;5207;1;2065;1657.000000;35168;50752;34159;32815;32944;33055;32712;29624;28540;0;0;1.577210;13.396775;1.279378;-0.036346;-0.024132;0.547820;-9.132529;-38.195825;-57.412738;-0.749866;-0.615093;0.193169;0.148480;25.945758;0.000000;4222556179280;1649436007531250;0;29791;1;2065;1658.000000;34736;33296;32847;33167;32608;34447;29962;34417;34485;0;0;4.543369;1.516731;-0.015085;0.809041;-0.716885;2.706914;-52.646294;10.531187;14.962723;0.019905;0.655943;-0.364749;0.660530;30.251762;0.000000;4222556179280;1649436007531250;0;5207;1;2065;1671.000000;40320;42784;32047;31935;33120;37135;30417;29008;34379;0;0;5.669786;7.431683;-0.390788;0.068953;-0.403165;6.959920;-22.834063;-54.021200;12.742637;0.495509;0.679329;-0.233526;0.488313;30.059347;0.000000;4222556179280;1649436007531250;0;58463;1;2065;1611.000000;34096;24656;33471;28671;33120;36623;28986;36321;33593;0;0;3.066040;-18.292504;2.566926;-3.438784;1.466699;6.266886;-62.236744;24.475748;-0.105836;0.055941;0.332102;-0.488429;0.804995;25.651313;0.000000
;4222556179300;1649436007539062;0;29791;1;2066;1554.000000;36080;32016;31183;32879;32560;34175;29661;33953;32071;0;0;7.838024;-1.533478;-3.249175;-0.278352;-0.470291;2.355329;-49.981537;19.072526;-12.345696;0.589579;-0.292371;-0.712448;-0.243586;30.229226;0.000000;4222556179300;1649436007539062;0;62559;1;2066;1579.000000;37056;33216;31599;28399;34368;33359;28201;34470;31640;0;0;10.070054;0.801945;-2.075768;-0.479969;-0.151724;0.820899;-73.580428;12.061354;-21.620362;-0.452599;0.566765;0.515131;0.456697;30.396243;0.000000;4222556179300;1649436007539062;0;5207;1;2066;1656.000000;34896;45968;35167;32463;32832;33007;32664;29624;28524;0;0;1.427741;9.827030;2.041072;-0.601984;-0.198671;0.467661;-9.345254;-38.309472;-57.284006;-0.751469;-0.612546;0.194976;0.148547;25.737135;0.000000;4222556179300;1649436007539062;0;37983;1;2066;1658.000000;34416;33328;32655;33327;32640;34239;30010;34513;34485;0;0;3.824059;1.599156;-0.446545;1.062977;-0.661628;2.380866;-52.149278;11.804769;15.448802;0.009768;0.654287;-0.368034;0.660578;30.251762;0.000000;4222556179300;1649436007539062;0;25687;1;2066;1670.000000;40400;42800;32799;31631;33104;37231;30193;29232;34395;0;0;5.730735;7.441453;0.172323;-0.409504;-0.421341;7.114678;-24.731854;-53.069689;12.943099;0.482052;0.672888;-0.254101;0.500280;29.861523;0.000000;4222556179300;1649436007539062;0;25695;1;2066;1611.000000;33808;24944;34255;28255;33296;36911;28986;36705;33529;0;0;2.410687;-17.632197;4.323111;-4.110564;1.759953;6.726144;-62.389742;27.656309;0.635249;0.043274;0.312667;-0.509388;0.800557;25.651313;0.000000
;4222556179320;1649436007546875;0;46175;1;2067;1554.000000;35664;32256;31119;32911;32480;34143;29677;34033;32071;0;0;6.882422;-0.979089;-3.393674;-0.227197;-0.598855;2.305742;-49.407196;20.220679;-12.093975;0.589855;-0.299928;-0.710844;-0.238359;30.229226;0.000000;4222556179320;1649436007546875;0;1119;1;2067;1578.000000;36816;32864;31583;28367;34384;33391;28217;34502;31640;0;0;9.533187;0.010577;-2.110768;-0.528412;-0.121755;0.871797;-73.197793;12.350772;-21.355898;-0.452787;0.569631;0.512738;0.455636;30.191289;0.000000;4222556179320;1649436007546875;0;1111;1;2067;1657.000000;34944;43568;35439;32655;32928;33007;32648;29672;28492;0;0;1.492356;8.035439;2.247030;-0.293061;-0.049303;0.469590;-8.938207;-38.394394;-57.082187;-0.752441;-0.610984;0.196526;0.148015;25.945758;0.000000;4222556179320;1649436007546875;0;37983;1;2067;1657.000000;34064;33360;32431;33455;32656;34031;30026;34609;34485;0;0;3.032115;1.680436;-0.949933;1.264894;-0.630663;2.054470;-51.506125;13.419837;15.767771;0.000000;0.652957;-0.369922;0.660912;30.050352;0.000000;4222556179320;1649436007546875;0;33879;1;2067;1670.000000;40208;42880;32639;31375;33056;37327;29985;29424;34395;0;0;5.584459;7.503941;0.052201;-0.811372;-0.494046;7.267381;-27.190998;-51.806402;13.633464;0.468893;0.665135;-0.275798;0.511537;29.861523;0.000000;4222556179320;1649436007546875;0;9311;1;2067;1611.000000;33472;24272;33279;27999;33472;36975;29034;37169;33433;0;0;1.685073;-19.136610;2.137683;-4.521742;2.045528;6.823614;-62.196204;31.795644;2.187497;0.031326;0.291750;-0.531173;0.794831;25.651313;0.000000
;4222556179340;1649436007554687;0;62559;1;2068;1555.000000;35376;32080;31487;33007;32384;34111;29693;34097;32119;0;0;6.233148;-1.364193;-2.558250;-0.075552;-0.754683;2.254006;-48.955158;20.579149;-12.100194;0.589779;-0.307107;-0.709741;-0.232623;30.444126;0.000000;4222556179340;1649436007554687;0;13407;1;2068;1579.000000;36608;32384;31743;28383;34384;33391;28217;34550;31688;0;0;9.074818;-1.069505;-1.749974;-0.503932;-0.124182;0.871131;-72.796077;11.902016;-21.129751;-0.453017;0.572449;0.510386;0.454514;30.396243;0.000000;4222556179340;1649436007554687;0;37975;1;2068;1658.000000;34832;44896;34655;32847;33024;32959;32632;29672;28508;0;0;1.392284;9.028985;1.654517;0.015768;0.099940;0.394824;-8.797345;-37.807759;-56.833866;-0.752744;-0.610471;0.197638;0.147108;26.154381;0.000000;4222556179340;1649436007554687;0;50271;1;2068;1657.000000;33792;33392;32223;33535;32656;33807;30090;34657;34469;0;0;2.420595;1.761202;-1.417453;1.391111;-0.626406;1.699364;-51.166986;13.935822;15.903460;-0.009167;0.652067;-0.370544;0.661378;30.050352;0.000000;4222556179340;1649436007554687;0;37975;1;2068;1669.000000;40096;42752;32767;31215;32960;37407;29809;29680;34395;0;0;5.501505;7.408315;0.147647;-1.061543;-0.642631;7.396517;-27.492837;-51.106305;13.891953;0.455570;0.656516;-0.298371;0.521937;29.663699;0.000000;4222556179340;1649436007554687;0;33887;1;2068;1611.000000;34032;23632;33151;28111;33440;36895;29178;37681;33401;0;0;2.961291;-20.602629;1.851172;-4.340795;1.991535;6.695600;-61.636723;32.699989;2.480101;0.019422;0.270978;-0.551696;0.788559;25.651313;0.000000
;4222556179360;1649436007562500;0;21599;1;2069;1555.000000;35328;31632;31999;33055;32320;34079;29709;34177;32151;0;0;6.138860;-2.369180;-1.395291;0.001309;-0.857557;2.203570;-49.102239;21.379877;-11.969580;0.589408;-0.314052;-0.708939;-0.226660;30.444126;0.000000;4222556179360;1649436007562500;0;29791;1;2069;1579.000000;36336;32000;32063;28399;34368;33407;28249;34582;31688;0;0;8.465916;-1.931306;-1.029353;-0.479022;-0.149929;0.896961;-73.316767;13.435269;-21.370166;-0.453292;0.575312;0.508058;0.453232;30.396243;0.000000;4222556179360;1649436007562500;0;29783;1;2069;1657.000000;34912;44336;34399;32735;32992;32927;32616;29688;28492;0;0;1.458358;8.609317;1.461040;-0.164176;0.052568;0.343461;-8.570149;-38.975038;-57.306023;-0.753409;-0.609439;0.198662;0.146603;25.945758;0.000000;4222556179360;1649436007562500;0;1119;1;2069;1658.000000;33648;33504;32111;33583;32656;33583;30106;34769;34469;0;0;2.094414;2.017278;-1.669318;1.467336;-0.623705;1.342207;-50.843013;15.359303;15.906967;-0.017602;0.651633;-0.370029;0.661924;30.251762;0.000000;4222556179360;1649436007562500;0;54359;1;2069;1669.000000;40832;41472;32815;31055;32816;37455;29633;29936;34379;0;0;6.074288;6.439638;0.184652;-1.309911;-0.871837;7.473418;-31.334413;-49.923464;14.039808;0.442058;0.647250;-0.321794;0.531131;29.663699;0.000000;4222556179360;1649436007562500;0;17503;1;2069;1610.000000;35008;23504;34031;28175;33504;36767;29434;38145;33369;0;0;5.146658;-20.928052;3.821429;-4.235641;2.091421;6.488718;-61.431339;37.098868;3.653412;0.008239;0.250078;-0.571114;0.781807;25.453195;0.000000
;4222556179380;1649436007570312;0;42079;1;2070;1555.000000;35392;31264;32335;33055;32240;34063;29725;34241;32167;0;0;6.297061;-3.198461;-0.632298;0.001211;-0.986017;2.180237;-49.297453;22.706460;-11.889084;0.588611;-0.321021;-0.708399;-0.220575;30.444126;0.000000;4222556179380;1649436007570312;0;42079;1;2070;1578.000000;36016;31920;32319;28463;34368;33439;28233;34598;31704;0;0;7.736551;-2.103417;-0.452834;-0.378843;-0.146536;0.950682;-74.038504;13.558488;-21.619678;-0.453887;0.578089;0.505773;0.451656;30.191289;0.000000;4222556179380;1649436007570312;0;33879;1;2070;1657.000000;34640;43232;35135;32655;32976;32879;32616;29704;28492;0;0;1.266904;7.788122;2.017028;-0.292687;0.027528;0.266054;-8.449899;-39.973234;-57.987935;-0.754314;-0.608072;0.199501;0.146485;25.945758;0.000000;4222556179380;1649436007570312;0;17503;1;2070;1658.000000;33584;33824;31935;33631;32640;33375;30138;34817;34453;0;0;1.939937;2.730050;-2.065500;1.542530;-0.645256;1.011310;-50.293997;16.717354;16.036145;-0.025404;0.651684;-0.368449;0.662502;30.251762;0.000000;4222556179380;1649436007570312;0;33879;1;2070;1669.000000;42080;38992;32463;30895;32704;37487;29521;30160;34379;0;0;7.049025;4.565206;-0.077251;-1.558872;-1.049920;7.525042;-35.687378;-48.126218;14.407165;0.428444;0.637265;-0.345880;0.539163;29.663699;0.000000;4222556179380;1649436007570312;0;58463;1;2070;1611.000000;34944;23280;34511;28063;33600;36735;29722;38609;33417;0;0;5.012813;-21.432643;4.897409;-4.414449;2.244145;6.432032;-60.720409;42.168492;5.996944;-0.002266;0.228584;-0.590451;0.774024;25.651313;0.000000
;4222556179400;1649436007578125;0;50271;1;2071;1554.000000;35488;31024;32527;33103;32176;34031;29725;34305;32199;0;0;6.522944;-3.741062;-0.195449;0.080493;-1.087138;2.130480;-49.355873;23.459624;-11.761629;0.587540;-0.327729;-0.708162;-0.214238;30.229226;0.000000;4222556179400;1649436007578125;0;1119;1;2071;1579.000000;35792;32080;32351;28511;34352;33471;28249;34646;31720;0;0;7.220482;-1.731801;-0.380483;-0.304340;-0.174158;1.001654;-73.986340;12.637305;-21.769283;-0.454678;0.580875;0.503545;0.449772;30.396243;0.000000;4222556179400;1649436007578125;0;37975;1;2071;1656.000000;34816;42640;34975;32751;32960;32863;32600;29720;28492;0;0;1.405530;7.343291;1.896195;-0.139060;0.005162;0.242158;-8.714549;-40.354867;-57.776847;-0.754821;-0.607162;0.200437;0.146370;25.737135;0.000000;4222556179400;1649436007578125;0;33887;1;2071;1658.000000;33568;34224;31807;33711;32608;33151;30170;34881;34485;0;0;1.890402;3.618672;-2.353871;1.668370;-0.691533;0.655677;-50.288306;17.674854;16.147181;-0.032673;0.652312;-0.365610;0.663137;30.251762;0.000000;4222556179400;1649436007578125;0;33879;1;2071;1670.000000;43456;36256;32367;30767;32640;37455;29361;30464;34379;0;0;8.124340;2.498283;-0.146898;-1.757719;-1.155186;7.473565;-36.617678;-47.973503;14.666360;0.414894;0.626644;-0.370114;0.546073;29.861523;0.000000;4222556179400;1649436007578125;0;13407;1;2071;1610.000000;35216;22352;35295;28143;33616;36511;29946;39153;33513;0;0;5.653732;-23.538775;6.653956;-4.282020;2.261652;6.070803;-60.529425;43.696507;6.553444;-0.011756;0.207647;-0.608497;0.765817;25.453195;0.000000
;4222556179420;1649436007585937;0;1119;1;2072;1554.000000;35632;30832;32623;33215;32160;33999;29773;34353;32247;0;0;6.857477;-4.177725;0.022287;0.260190;-1.112903;2.076995;-49.268630;24.248997;-11.553449;0.586532;-0.333871;-0.708141;-0.207475;30.229226;0.000000;4222556179420;1649436007585937;0;17503;1;2072;1579.000000;35744;32416;32159;28495;34320;33503;28249;34678;31736;0;0;7.100076;-0.968135;-0.812431;-0.328932;-0.225513;1.051913;-73.978569;13.031778;-21.608345;-0.455394;0.583883;0.501241;0.447721;30.396243;0.000000;4222556179420;1649436007585937;0;25687;1;2072;1657.000000;34848;44048;35087;32799;33024;32767;32600;29720;28492;0;0;1.414162;8.394968;1.980897;-0.061513;0.104469;0.089485;-8.928716;-40.109823;-57.491500;-0.755134;-0.606656;0.200762;0.146409;25.945758;0.000000;4222556179420;1649436007585937;0;1119;1;2072;1658.000000;33600;34576;31775;33871;32656;32991;30202;34929;34453;0;0;1.950155;4.398956;-2.426310;1.922720;-0.611768;0.406612;-50.109411;18.967853;16.431515;-0.039830;0.653014;-0.361461;0.664328;30.251762;0.000000;4222556179420;1649436007585937;0;58455;1;2072;1670.000000;44832;34192;33487;30751;32624;37439;29265;30736;34363;0;0;9.192230;0.933667;0.694067;-1.782312;-1.181178;7.448525;-39.259052;-45.330456;14.896377;0.401038;0.615492;-0.394040;0.552332;29.861523;0.000000;4222556179420;1649436007585937;0;29791;1;2072;1611.000000;35616;21488;37327;28175;33584;36543;30074;40129;34073;0;0;6.580152;-25.507655;11.206907;-4.231430;2.211075;6.122133;-60.653171;46.631180;6.299351;-0.021551;0.186545;-0.625873;0.756980;25.651313;0.000000
